ID,Title,TitleKana,Version,Series,Author,Publisher,PublishYear,SizeInfo,ISBN,URL
R100000002-I029330959,診断の近道 : チャートで示す症状から診断まで,シンダン ノ チカミチ : チャート デ シメス ショウジョウ カラ シンダン マデ,,,"R.ダグラス・コリンズ 著 , 日経メディカル 編",日経BP社 日経BPマーケティング (発売),2018,577p ; 26cm,978-4-8222-5656-2,https://ndlsearch.ndl.go.jp/books/R100000002-I029330959
R100000002-I028901792,キーワードでわかる都市・建築2.0 = 100 keywords for Future Cities and Architecture,キー ワード デ ワカル トシ ケンチク ニテンゼロ,,日経アーキテクチュアSelection,日経アーキテクチュア 編,日経BP社 日経BPマーケティング (発売),2018,176p ; 28cm,978-4-8222-5716-3,https://ndlsearch.ndl.go.jp/books/R100000002-I028901792
R100000002-I000010655780,知的財産権とデザインの教科書,チテキ ザイサンケン ト デザイン ノ キョウカショ,,,"渡邉知子, 龍村全 著 , 日経デザイン 編",日経BP社 日経BP出版センター (発売),2009,191p ; 21cm,978-4-8222-6463-5,https://ndlsearch.ndl.go.jp/books/R100000002-I000010655780
R100000002-I031258425,なぜデジタル政府は失敗し続けるのか : 消えた年金からコロナ対策まで,ナゼ デジタル セイフ ワ シッパイ シツズケル ノカ : キエタ ネンキン カラ コロナ タイサク マデ,,,日経コンピュータ 著,日経BP 日経BPマーケティング,2021,244p ; 19cm,978-4-296-10880-0,https://ndlsearch.ndl.go.jp/books/R100000002-I031258425
R100000002-I027155004,文具と雑貨づくりの教科書 = Textbook for making stationary and miscellaneous goods,ブング ト ザッカズクリ ノ キョウカショ,,,"日経デザイン 編 , 日経デザイン, 渡部千春, 廣川淳哉, 西山薫, 高橋美礼, 笹田克彦, 近藤彩音 著",日経BP社 日経BPマーケティング (発売),2016,253p ; 21cm,978-4-8222-3510-9,https://ndlsearch.ndl.go.jp/books/R100000002-I027155004
R100000002-I030070201,荒廃する日本 : これでいいのかジャパン・インフラ,コウハイ スル ニホン : コレ デ イイ ノカ ジャパン インフラ,,,"インフラ再生研究会 著 , 日経コンストラクション 編",日経BP 日経BPマーケティング (発売),2019,192p ; 30cm,978-4-296-10446-8,https://ndlsearch.ndl.go.jp/books/R100000002-I030070201
R100000002-I026569813,基本がわかる安全設計のWebシステム : 要件定義から役立つ必須知識,キホン ガ ワカル アンゼン セッケイ ノ ウェブ システム : ヨウケン テイギ カラ ヤクダツ ヒッス チシキ,,,"倉持浩明 著 , 日経SYSTEMS 編集",日経BP社 日経BPマーケティング (発売),2015,181p ; 24cm,978-4-8222-7744-4,https://ndlsearch.ndl.go.jp/books/R100000002-I026569813
R100000002-I029967453,"心とカラダの正しい休ませ方 : ""頑張りすぎの私""がもっとラクになる",ココロ ト カラダ ノ タダシイ ヤスマセカタ : ガンバリスギ ノ ワタクシ ガ モット ラク ニ ナル,,NIKKEI WOMAN BOOK,日経WOMAN編集部 編,日経BP 日経BPマーケティング (発売),2019,128p ; 21cm,978-4-296-10402-4,https://ndlsearch.ndl.go.jp/books/R100000002-I029967453
R100000002-I000011132519,日経ヘルスサプリメント事典 : 最新のサプリ、ハーブ、漢方、食品成分、トクホがわかる,ニッケイ ヘルス サプリメント ジテン : サイシン ノ サプリ ハーブ カンポウ ショクヒン セイブン トクホ ガ ワカル,第4版,,日経ヘルス 編,日経BP社 日経BPマーケティング (発売),2011,528p ; 19cm,978-4-8222-3292-4,https://ndlsearch.ndl.go.jp/books/R100000002-I000011132519
R100000002-I030080578,昭和モダン建築巡礼完全版1965-75 = JAPANESE MODERN ARCHITECTURE 1965-75,ショウワ モダン ケンチク ジュンレイ カンゼンバン センキュウヒャクロクジュウゴ ナナジュウゴ,,,"磯達雄 文 , 宮沢洋 イラスト , 日経アーキテクチュア 編",日経BP 日経BPマーケティング (発売),2019,301p ; 21cm,978-4-296-10362-1,https://ndlsearch.ndl.go.jp/books/R100000002-I030080578
R100000002-I024520871,自動運転と衝突防止技術 = Automatic driving and active safety technologies : カーエレクトロニクスの最前線. 2013-2014,ジドウ ウンテン ト ショウトツ ボウシ ギジュツ : カー エレクトロニクス ノ サイゼンセン,,,"日経Automotive Technology, 日経エレクトロニクス 共同編集",日経BP社 日経BPマーケティング (発売),2013,238p ; 28cm,978-4-8222-7667-6,https://ndlsearch.ndl.go.jp/books/R100000002-I024520871
R100000002-I030054091,リアルビジネス3.0 = REAL BUSINESS 3.0 : あらゆる企業は教育化する,リアル ビジネス サンテンゼロ : アラユル キギョウ ワ キョウイクカ スル,,,日経トップリーダー編集部 編,日経BP 日経BPマーケティング (発売),2019,239p ; 19cm,978-4-296-10449-9,https://ndlsearch.ndl.go.jp/books/R100000002-I030054091
R100000002-I029337648,高齢者住宅経営パーフェクトマニュアル : 新規参入から開設後の運営改善まで,コウレイシャ ジュウタク ケイエイ パーフェクト マニュアル : シンキ サンニュウ カラ カイセツゴ ノ ウンエイ カイゼン マデ,,,日経ヘルスケア 企画・編集,日経BP社 日経BPマーケティング (発売),2018,655p ; 28cm,978-4-8222-5664-7,https://ndlsearch.ndl.go.jp/books/R100000002-I029337648
R100000002-I031834233,TikTokショート動画革命 : ヒット商品を次々生む新世代の拡散力,ティックトック ショート ドウガ カクメイ : ヒット ショウヒン オ ツギツギ ウム シンセダイ ノ カクサンリョク,,,日経エンタテインメント! 編,日経BP 日経BPマーケティング,2021,253p ; 19cm,978-4-296-11143-5,https://ndlsearch.ndl.go.jp/books/R100000002-I031834233
R100000002-I024793509,電動車両のすべて : HEV、PHEVから小型EVまで最新技術、車両を網羅. 2014,デンドウ シャリョウ ノ スベテ : HEV 、 PHEV カラ コガタ EV マデ サイシン ギジュツ 、 シャリョウ オ モウラ,,,"日経Automotive Technology, 日経エレクトロニクス 共同編集",日経BP社 日経BPマーケティング (発売),2013,255p ; 28cm,978-4-8222-7513-6,https://ndlsearch.ndl.go.jp/books/R100000002-I024793509
R100000002-I026944518,人工知能テクノロジー総覧 : ディープラーニング、脳応用、ハードウエア化の最前線,ジンコウ チノウ テクノロジー ソウラン : ディープ ラーニング 、 ノウ オウヨウ 、 ハードウエアカ ノ サイゼンセン,,,日経エレクトロニクス 編,日経BP社 日経BPマーケティング (発売),2015,241p ; 28cm,978-4-8222-7545-7,https://ndlsearch.ndl.go.jp/books/R100000002-I026944518
R100000002-I031573757,サバイバル時代の介護経営メソッド : 目指すは「2040年型」ビジネスモデル,サバイバル ジダイ ノ カイゴ ケイエイ メソッド : メザス ワ ニセンヨンジュウネンガタ ビジネス モデル,,,日経ヘルスケア 企画・編集,日経BP 日経BPマーケティング,2021,358p ; 26cm,978-4-296-10976-0,https://ndlsearch.ndl.go.jp/books/R100000002-I031573757
R100000002-I000010596860,「まぐれ」と「極意」 : 勝負に勝つ上達のセオリー,マグレ ト ゴクイ : ショウブ ニ カツ ジョウタツ ノ セオリー,,,"豊田泰光 著 , 日経トップリーダー 編",日経BP社 日経BP出版センター (発売),2009,199p ; 20cm,978-4-8222-6547-2,https://ndlsearch.ndl.go.jp/books/R100000002-I000010596860
R100000002-I026051239,稼ぐビッグデータ・IoT技術徹底解説 : 日立製作所×日経エレクトロニクス,カセグ ビッグデータ ・ IoT ギジュツ テッテイ カイセツ : ヒタチ セイサクジョ × ニッケイ エレクトロニクス,,,日経エレクトロニクス 編,日経BP社 日経BPマーケティング (発売),2014,263p ; 28cm,978-4-8222-7642-3,https://ndlsearch.ndl.go.jp/books/R100000002-I026051239
R100000002-I025532081,ウエアラブル、IoT時代の位置情報徹底活用 : 要素技術からビッグデータ活用まで,ウエアラブル 、 IoT ジダイ ノ イチ ジョウホウ テッテイ カツヨウ : ヨウソ ギジュツ カラ ビッグ データ カツヨウ マデ,,,日経エレクトロニクス 編,日経BP社 日経BPマーケティング (発売),2014,207p ; 28cm,978-4-8222-7696-6,https://ndlsearch.ndl.go.jp/books/R100000002-I025532081
R100000002-I000011216296,中国次世代自動車市場への参入戦略 : 現地発イノベーションの最前線,チュウゴク ジセダイ ジドウシャ シジョウ エノ サンニュウ センリャク : ゲンチ ハツ イノベーション ノ サイゼンセン,,,"周磊 著 , 日経Automotive Technology 編",日経BP社 日経BPマーケティング (発売),2011,513p ; 22cm,978-4-8222-2738-8,https://ndlsearch.ndl.go.jp/books/R100000002-I000011216296
R100000002-I000009138822,日経ヘルスサプリメント事典 : 最新のサプリ、ハーブ、漢方、食品成分、トクホがわかる. 2008年版,ニッケイ ヘルス サプリメント ジテン : サイシン ノ サプリ ハーブ カンポウ ショクヒン セイブン トクホ ガ ワカル,,,日経ヘルス 編,日経BP社 日経BP出版センター (発売),2007,496p ; 19cm,978-4-8222-3257-3,https://ndlsearch.ndl.go.jp/books/R100000002-I000009138822
R100000002-I000009984291,編集デザインの教科書,ヘンシュウ デザイン ノ キョウカショ,第3版,日経デザイン別冊,"日経デザイン 編 , 工藤強勝 監修・エディトリアルデザイン",日経BP社 日経BP出版センター (発売),2008,198p ; 21cm,978-4-8222-6455-0,https://ndlsearch.ndl.go.jp/books/R100000002-I000009984291
R100000002-I028167545,症状・疾患別にみる漢方治療指針,ショウジョウ シッカンベツ ニ ミル カンポウ チリョウ シシン,,,"幸井俊高 著 , 日経ドラッグインフォメーション 編集",日経BP社 日経BPマーケティング (発売),2017,443p ; 26cm,978-4-8222-3968-8,https://ndlsearch.ndl.go.jp/books/R100000002-I028167545
R100000002-I029994396,ビジネスを変える100のブルーオーシャン : 日経BP総研2030展望,ビジネス オ カエル ヒャク ノ ブルー オーシャン : ニッケイ ビーピー ソウケン ニセンサンジュウ テンボウ,,,日経BP総研 編著,日経BP 日経BPマーケティング (発売),2019,229p ; 21cm,978-4-296-10392-8,https://ndlsearch.ndl.go.jp/books/R100000002-I029994396
R100000002-I000009401539,iPhone & Android登場で始まる新時代モバイル総覧,iPhone & Android トウジョウ デ ハジマル シンジダイ モバイル ソウラン,,日経コミュニケーションブックス,日経コミュニケーション編集 編,日経BP社 日経BP出版センター (発売),2008,369p ; 28cm,978-4-8222-1080-9,https://ndlsearch.ndl.go.jp/books/R100000002-I000009401539
R100000002-I028616952,安藤忠雄の奇跡 : 50の建築×50の証言,アンドウ タダオ ノ キセキ : ゴジュウ ノ ケンチク ゴジュウ ノ ショウゲン,,NA建築家シリーズ ; 特別編,日経アーキテクチュア 編,日経BP社 日経BPマーケティング (発売),2017,351p ; 26cm,978-4-8222-5872-6,https://ndlsearch.ndl.go.jp/books/R100000002-I028616952
R100000002-I000010411948,技術提案の勝ち方 : 総合評価方式で高得点を取る必勝ノウハウ,ギジュツ テイアン ノ カチカタ : ソウゴウ ヒョウカ ホウシキ デ コウトクテン オ トル ヒッショウ ノウハウ,,,日経コンストラクション 編,日経BP社 日経BP出版センター (発売),2009,254p ; 21cm,978-4-8222-6615-8,https://ndlsearch.ndl.go.jp/books/R100000002-I000010411948
R100000002-I032675054,プロの防災ヒント180警視庁災害対策課ツイッター,プロ ノ ボウサイ ヒント ヒャクハチジュウ ケイシチョウ サイガイ タイサクカ ツイッター,,,"日本経済新聞出版 編 , 警視庁 取材協力",日経BP日本経済新聞出版 日経BPマーケティング,2023,222p ; 19cm,978-4-296-11739-0,https://ndlsearch.ndl.go.jp/books/R100000002-I032675054
R100000002-I024050661,Windows8プログラミングバイブル. Windowsストアアプリ& HTML5/CSS3/JavaScript編,ウィンドウズ エイト プログラミング バイブル,,smart phone programming bible,布留川英一 著,ソシム,2012,431p ; 24cm,978-4-88337-842-5,https://ndlsearch.ndl.go.jp/books/R100000002-I024050661
R100000002-I028111244,JavaScriptゲームプログラミング : 知っておきたい数学と物理の基本,ジャヴァ スクリプト ゲーム プログラミング : シッテ オキタイ スウガク ト ブツリ ノ キホン,,Next Publishing. Future Coders,田中賢一郎 著,インプレスR&D インプレス (発売),2017,441p ; 26cm,978-4-8443-9755-7,https://ndlsearch.ndl.go.jp/books/R100000002-I028111244
R100000002-I000010950779,VDM++(ブイディーエムプラスプラス)によるオブジェクト指向システムの高品質設計と検証 : 仕様の品質を飛躍的に高める手法 : ソフトウェア開発の実践,VDM ++ ニ ヨル オブジェクト シコウ システム ノ コウヒンシツ セッケイ ト ケンショウ : シヨウ ノ ヒンシツ オ ヒヤクテキ ニ タカメル シュホウ : ソフトウェア カイハツ ノ ジッセン,,IT architects' archive,"ジョン・フィッツジェラルド, ピーター・ゴルム・ラーセン, ポール・マッカージー, ニコ・プラット, マーセル・バーホフ 著 , 酒匂寛 訳",翔泳社,2010,416p ; 23cm,978-4-7981-1961-8,https://ndlsearch.ndl.go.jp/books/R100000002-I000010950779
R100000002-I028526207,ESSENTIAL XAMARIN : ネイティブからクロスプラットフォームまでモバイル.NETの世界,エッセンシャル ザマリン : ネイティブ カラ クロス プラットフォーム マデ モバイル ドット ネット ノ セカイ,,Next Publishing. 技術書典SERIES,"榎本温, 平野翼, 中村充志, 奥山裕紳, 末広尚義, 中澤慧 著",インプレスR&D インプレス (発売),2017,238p ; 26cm,978-4-8443-9791-5,https://ndlsearch.ndl.go.jp/books/R100000002-I028526207
R100000002-I024129703,はじめてのCoffeeScript : 簡単なプログラミング言語で、素早い「JavaScript」開発!,ハジメテ ノ コーヒー スクリプト : カンタン ナ プログラミング ゲンゴ デ スバヤイ ジャヴァ スクリプト カイハツ,,I/O BOOKS,"清水美樹 著 , I O編集部 編集",工学社,2012,239p ; 21cm,978-4-7775-1734-3,https://ndlsearch.ndl.go.jp/books/R100000002-I024129703
R100000002-I032210813,初めてのTensorFlow.js : JavaScriptで学ぶ機械学習,ハジメテ ノ テンソルフロー ジェーエス : ジャヴァ スクリプト デ マナブ キカイ ガクシュウ,,,"Gant Laborde 著 , あんどうやすし 訳",オライリー・ジャパン オーム社,2022,337p ; 24cm,978-4-87311-993-9,https://ndlsearch.ndl.go.jp/books/R100000002-I032210813
R100000002-I032703545,PDF最強実務ワザ大全 : 業務効率を一気に上げるビジネス文書の必須スキル,ピーディーエフ サイキョウ ジツムワザ タイゼン : ギョウム コウリツ オ イッキ ニ アゲル ビジネス ブンショ ノ ヒッス スキル,,,"鈴木眞里子 著 , 日経PC21 編",日経BP 日経BPマーケティング,2023,208p ; 21cm,978-4-296-20179-2,https://ndlsearch.ndl.go.jp/books/R100000002-I032703545
R100000002-I000009260171,イスラエル : 世界史の舞台となった史跡・聖地が残る,イスラエル : セカイシ ノ ブタイ ト ナッタ シセキ セイチ ガ ノコル,第3版,旅名人ブックス ; 20,"邸景一 文 , 柳木昭信 写真",日経BP企画 日経BP出版センター (発売),2008,191p ; 21cm,978-4-86130-324-1,https://ndlsearch.ndl.go.jp/books/R100000002-I000009260171
R100000002-I024369647,徹底予測次世代自動車 CD-ROM. 2013,テッテイ ヨソク ジセダイ ジドウシャ CD-ROM,,,"日経ビジネス, 日経エレクトロニクス, 日経Automotive Technology 編",日経BP社,2013,CD-ROM 1枚 ; 12cm + 目次 1枚,978-4-8222-7511-2,https://ndlsearch.ndl.go.jp/books/R100000002-I024369647
R100000002-I026975721,中小企業が「環境」をダシに儲ける本 : エコアクション21の使い方,チュウショウ キギョウ ガ カンキョウ オ ダシ ニ モウケル ホン : エコ アクション ニジュウイチ ノ ツカイカタ,,,"飯田哲也 著 , 日経エコロジー 編著",日経BP社 日経BPマーケティング (発売),2015,188p ; 21cm,978-4-8222-7942-4,https://ndlsearch.ndl.go.jp/books/R100000002-I026975721
R100000002-I028616946,ソニーはなぜ不動産業を始めたのか? : 不動産流通革命に挑む改革者たち,ソニー ワ ナゼ フドウサンギョウ オ ハジメタ ノカ : フドウサン リュウツウ カクメイ ニ イドム カイカクシャタチ,増補改訂版,,"茂木俊輔 著 , 日経BPビジョナリー経営研究所 編",日経BP社 日経BPマーケティング (発売),2017,207p ; 19cm,978-4-8222-5973-0,https://ndlsearch.ndl.go.jp/books/R100000002-I028616946
R100000002-I024234579,なぜこの店では、テレビが2倍の値段でも売れるのか? : 「でんかのヤマグチ」の高売りの極意,ナゼ コノ ミセ デワ テレビ ガ ニバイ ノ ネダン デモ ウレル ノカ : デンカ ノ ヤマグチ ノ タカウリ ノ ゴクイ,,,"山口勉 著 , 日経トップリーダー 編集",日経BP社 日経BPマーケティング (発売),2013,199p ; 19cm,978-4-8222-6448-2,https://ndlsearch.ndl.go.jp/books/R100000002-I024234579
R100000002-I032074431,検査員が明かす建築確認の誤解,ケンサイン ガ アカス ケンチク カクニン ノ ゴカイ,増補改訂版,,"ビューローベリタスジャパン 著 , 日経アーキテクチュア 編",日経BP 日経BPマーケティング,2022,326p ; 26cm,978-4-296-11208-1,https://ndlsearch.ndl.go.jp/books/R100000002-I032074431
R100000002-I000009235142,企業変革のマネジメント : 社員の、社員による、社員のための変革,キギョウ ヘンカク ノ マネジメント : シャイン ノ シャイン ニ ヨル シャイン ノ タメノ ヘンカク,,,"一條和生, NTTデータ 著",東洋経済新報社,2008,233p ; 20cm,978-4-492-53242-3,https://ndlsearch.ndl.go.jp/books/R100000002-I000009235142
R100000002-I029088498,失敗しない外壁デザイン : トラブルを未然に防ぐ仕上げの基本,シッパイ シナイ ガイヘキ デザイン : トラブル オ ミゼン ニ フセグ シアゲ ノ キホン,,NA一生BOOK ; 05,"日経アーキテクチュア, 西川忠 著 , 日経アーキテクチュア 編",日経BP社 日経BPマーケティング (発売),2018,191p ; 26cm,978-4-8222-5645-6,https://ndlsearch.ndl.go.jp/books/R100000002-I029088498
R100000002-I030054092,ポストモダン建築巡礼 = JAPANESE POST MODERN ARCHITECTURE : 1975-95,ポスト モダン ケンチク ジュンレイ : センキュウヒャクナナジュウゴ キュウジュウゴ,第2版,,"磯達雄 文 , 宮沢洋 イラスト , 日経アーキテクチュア 編",日経BP 日経BPマーケティング (発売),2019,239p ; 21cm,978-4-296-10462-8,https://ndlsearch.ndl.go.jp/books/R100000002-I030054092
R100000002-I024085804,作りながら覚えるWindowsストアアプリプログラミング : Windows8のアプリをJavaScriptで作ろう!,ツクリナガラ オボエル ウィンドウズ ストア アプリ プログラミング : ウィンドウズ エイト ノ アプリ オ ジャヴァ スクリプト デ ツクロウ,,,松岡宣 著,ソフトバンククリエイティブ,2012,320p ; 24cm,978-4-7973-7112-3,https://ndlsearch.ndl.go.jp/books/R100000002-I024085804
R100000002-I026385281,なぜ、彼女たちの働き方はこんなに美しいのか : 22人の女性エグゼクティブのキャリアの軌跡,ナゼ カノジョタチ ノ ハタラキカタ ワ コンナ ニ ウツクシイ ノカ : ニジュウニニン ノ ジョセイ エグゼクティブ ノ キャリア ノ キセキ,,,"麓幸子, 日経BPヒット総合研究所 編",日経BP社 日経BPマーケティング (発売),2015,255p ; 19cm,978-4-8222-7893-9,https://ndlsearch.ndl.go.jp/books/R100000002-I026385281
R100000002-I025766331,あの夏、サバ缶はなぜ売れたのか? : 仮説を行動、成果につなげるビジネスビッグデータ分析,アノ ナツ サバカン ワ ナゼ ウレタ ノカ : カセツ オ コウドウ セイカ ニ ツナゲル ビジネス ビッグ データ ブンセキ,,,"大木真吾 著 , 日経ビッグデータ 編集",日経BP社 日経BPマーケティング (発売),2014,198p ; 19cm,978-4-8222-7792-5,https://ndlsearch.ndl.go.jp/books/R100000002-I025766331
R100000002-I025107827,軽くて安いクルマを造る材料、加工技術総覧 : 部品で探す/手法で探す/不具合で探す/車種で探す,カルクテ ヤスイ クルマ オ ツクル ザイリョウ 、 カコウ ギジュツ ソウラン : ブヒン デ サガス/シュホウ デ サガス/フグアイ デ サガス/シャシュ デ サガス,,,"日経Automotive Technology, 日経ものづくり 編",日経BP社 日経BPマーケティング (発売),2013,611p ; 28cm,978-4-8222-7517-4,https://ndlsearch.ndl.go.jp/books/R100000002-I025107827
R100000002-I025570517,医療職が部下を持ったら読む本 : マネジメントで悩むあなたのために,イリョウショク ガ ブカ オ モッタラ ヨム ホン : マネジメント デ ナヤム アナタ ノ タメ ニ,,NHCスタートアップシリーズ,"裴英洙 著 , 日経ヘルスケア 編",日経BP社 日経BPマーケティング (発売),2014,207p ; 21cm,978-4-8222-3189-7,https://ndlsearch.ndl.go.jp/books/R100000002-I025570517
R100000002-I023155245,工事成績・業務成績80点獲得のセオリー : 次の受注につながる公共事業の流儀,コウジ セイセキ ギョウム セイセキ 80テン カクトク ノ セオリー : ツギ ノ ジュチュウ ニ ツナガル コウキョウ ジギョウ ノ リュウギ,,,日経コンストラクション 編,日経BP社 日経BPマーケティング (発売),2011,247p ; 21cm,978-4-8222-6630-1,https://ndlsearch.ndl.go.jp/books/R100000002-I023155245
R100000002-I024034213,実例情報セキュリティマネジメントシステムの本質化・効率化,ジツレイ ジョウホウ セキュリティ マネジメント システム ノ ホンシツカ コウリツカ,,,"NTTデータ 著 , 矢田篤史, 粕谷真紀子, 西村忠興 執筆",日本規格協会,2012,151p ; 21cm,978-4-542-30540-3,https://ndlsearch.ndl.go.jp/books/R100000002-I024034213
R100000002-I030407980,海と地域を蘇らせるプラスチック「革命」,ウミ ト チイキ オ ヨミガエラセル プラスチック カクメイ,,,"グンター・パウリ, マルコ・シメオーニ 著 , 枝廣淳子 監訳 , 五頭美知 訳 , 日経ESG 編",日経BP 日経BPマーケティング (発売),2020,207p ; 21cm,978-4-296-10626-4,https://ndlsearch.ndl.go.jp/books/R100000002-I030407980
R100000002-I024575079,耐震診断 : 既存木造住宅の安全性を見極めるコツ,タイシン シンダン : キゾン モクゾウ ジュウタク ノ アンゼンセイ オ ミキワメル コツ,改訂版,住宅現場手帖,保坂貴司 著,日経BP社 日経BPマーケティング (発売),2013,231p ; 18cm,978-4-8222-6078-1,https://ndlsearch.ndl.go.jp/books/R100000002-I024575079
R100000002-I023215144,デジタルヘルス = Digital health. no. 2,デジタル ヘルス,,,日経エレクトロニクス 編,日経BP社,2011,231p ; 28cm,978-4-8222-6562-5,https://ndlsearch.ndl.go.jp/books/R100000002-I023215144
R100000002-I025807070,ホスピタリティマネジメント : 人が集まる・心をつかむ・育ち、離れない : 店長必携,ホスピタリティ マネジメント : ヒト ガ アツマル ココロ オ ツカム ソダチ ハナレナイ : テンチョウ ヒッケイ,,,"清水均 著 , 日経レストラン 編集",日経BP社 日経BPマーケティング (発売),2014,210p ; 21cm,978-4-8222-7335-4,https://ndlsearch.ndl.go.jp/books/R100000002-I025807070
R100000002-I023303523,Automotive SPICE実践ガイドブック,Automotive SPICE ジッセン ガイドブック,改訂版,,"ビジネスキューブ・アンド・パートナーズ 著 , 日経Automotive Technology 編",日経BP社 日経BPマーケティング (発売),2011,155p ; 28cm,978-4-8222-2744-9,https://ndlsearch.ndl.go.jp/books/R100000002-I023303523
R100000002-I028202362,部下のやる気に火をつける33の方法 : 一流のリーダーがやっている,ブカ ノ ヤルキ ニ ヒ オ ツケル サンジュウサン ノ ホウホウ : イチリュウ ノ リーダー ガ ヤッテ イル,,,"佐藤綾子 著 , 日経トップリーダー 編集",日経BP社 日経BPマーケティング (発売),2017,175p ; 19cm,978-4-8222-5903-7,https://ndlsearch.ndl.go.jp/books/R100000002-I028202362
R100000002-I032074428,ロングターム・マネジメント = Long-term Management : 短期目線の経営から長期目線の経営へ,ロング ターム マネジメント : タンキ メセン ノ ケイエイ カラ チョウキ メセン ノ ケイエイ エ,,,日経トップリーダー 編,日経BP 日経BPマーケティング,2022,207p ; 19cm,978-4-296-11179-4,https://ndlsearch.ndl.go.jp/books/R100000002-I032074428
R100000002-I024282363,日建設計・山梨知彦のプレゼンの極意 : プロポーザルの達人 : DVD特別講義,ニッケン セッケイ ヤマナシ トモヒコ ノ プレゼン ノ ゴクイ : プロポーザル ノ タツジン : ディーヴイディー トクベツ コウギ,,,"山梨知彦 著 , 日経アーキテクチュア 編",日経BP社 日経BPマーケティング (発売),2013,119p ; 23cm + DVDビデオディスク(1枚 12cm),978-4-8222-7464-1,https://ndlsearch.ndl.go.jp/books/R100000002-I024282363
R100000002-I025427940,儲かるデザイン戦略 : 商品が変わる!企業が伸びる! : 競争に勝つための新発想はこう起こす,モウカル デザイン センリャク : ショウヒン ガ カワル キギョウ ガ ノビル : キョウソウ ニ カツ タメ ノ シンハッソウ ワ コウ オコス,,,日経デザイン 編,日経BP社 日経BPマーケティング (発売),2014,207p ; 21cm,978-4-8222-6489-5,https://ndlsearch.ndl.go.jp/books/R100000002-I025427940
R100000002-I000011163065,EV部品・材料の技術とビジネスチャンス : 電動化で18兆円市場が生まれる : 日経ものづくりエディターズ・ノート,EV ブヒン ザイリョウ ノ ギジュツ ト ビジネス チャンス : デンドウカ デ 18チョウエン シジョウ ガ ウマレル : ニッケイ モノズクリ エディターズ ノート,,,日経ものづくり 編,日経BP社 日経BPマーケティング (発売),2011,397p ; 28cm,978-4-8222-3123-1,https://ndlsearch.ndl.go.jp/books/R100000002-I000011163065
R100000002-I000009231337,システム基盤の統合ノウハウ : アプリケーションの安定稼動を実現する,システム キバン ノ トウゴウ ノウハウ : アプリケーション ノ アンテイ カドウ オ ジツゲンスル,,,"谷口俊一, 飯田博記, 石川辰雄, 櫻井義晴 著 , 日経systems 編",日経BP社 日経BP出版センター (発売),2008,319p ; 24cm,978-4-8222-2983-2,https://ndlsearch.ndl.go.jp/books/R100000002-I000009231337
R100000002-I024819274,「まず疑え」から始めよ : どんぐり式薬局副作用学のススメ,マズ ウタガエ カラ ハジメヨ : ドングリシキ ヤッキョク フクサヨウガク ノ ススメ,,日経DI薬剤師「心得」帳 ; 4,"菅野彊 著 , 日経ドラッグインフォメーション 編集",日経BP社 日経BPマーケティング (発売),2013,263p ; 19cm,978-4-8222-3169-9,https://ndlsearch.ndl.go.jp/books/R100000002-I024819274
R100000002-I000011151931,パーソナルプロジェクトマネジメント : PM術をONでもOFFでも徹底活用! : 極める,パーソナル プロジェクト マネジメント : PMジュツ オ ON デモ OFF デモ テッテイ カツヨウ : キワメル,,,"冨永章 編著 , 日経コンピュータ 編",日経BP社 日経BPマーケティング (発売),2011,207p ; 19cm,978-4-8222-6255-6,https://ndlsearch.ndl.go.jp/books/R100000002-I000011151931
R100000002-I027645675,飲食店完全バイブルマンガで分かる永く続く店のつくり方25,インショクテン カンゼン バイブル マンガ デ ワカル ナガク ツズク ミセ ノ ツクリカタ ニジュウゴ,,,"原田諦 原案 , 日経レストラン 原作 , 石川森彦 絵",日経BP社 日経BPマーケティング (発売),2016,214p ; 21cm,978-4-8222-3585-7,https://ndlsearch.ndl.go.jp/books/R100000002-I027645675
R100000002-I000009164012,木造住宅設計者のための構造再入門 : これだけは知っておきたい,モクゾウ ジュウタク セッケイシャ ノ タメノ コウゾウ サイニュウモン : コレダケ ワ シッテオキタイ,,,"大橋好光, 齊藤年男 著 , 日経アーキテクチュア 編",日経BP社 日経BP出版センター (発売),2007,280p ; 26cm,978-4-8222-0494-5,https://ndlsearch.ndl.go.jp/books/R100000002-I000009164012
R100000002-I027645680,だから数字にダマされる : 「若者の○○離れ」「昔はよかった」の9割はウソ,ダカラ スウジ ニ ダマサレル : ワカモノ ノ マルマルバナレ ムカシ ワ ヨカッタ ノ キュウワリ ワ ウソ,,,"小林直樹 著 , 日経デジタルマーケティング 編",日経BP社 日経BPマーケティング (発売),2016,240p ; 19cm,978-4-8222-3557-4,https://ndlsearch.ndl.go.jp/books/R100000002-I027645680
R100000002-I027196001,女性活躍の教科書 : 会社を強くする : 明日からできる「輝く会社の人材戦略」,ジョセイ カツヤク ノ キョウカショ : カイシャ オ ツヨク スル : アス カラ デキル カガヤク カイシャ ノ ジンザイ センリャク,,,"麓幸子, 日経BPヒット総合研究所 編",日経BP社 日経BPマーケティング (発売),2016,319p ; 19cm,978-4-8222-7278-4,https://ndlsearch.ndl.go.jp/books/R100000002-I027196001
